-0.2,131.8,3.14987
-0.2,131.8,2.99987
-16,131.8,2.99987
-16,131.8,3.14987
-0.2,136.8,3.14987
-0.2,136.8,2.99987
-16,136.8,3.14987
-16,136.8,2.99987
-2.02065e-07,121,3.14987
-2.22956e-07,121,2.99987
1.15292e-06,136.8,2.99987
1.17381e-06,136.8,3.14987
5,121,3.14987
5,121,2.99987
5,136.8,3.14987
5,136.8,2.99987
-0.2,132.2,0.399986
-0.2,132.2,0.199986
-0.4,132.2,0.199987
-0.4,132.2,0.399987
-0.2,132.6,0.399988
-0.2,132.6,0.199988
-0.4,132.6,0.399988
-0.4,132.6,0.199988
-0.2,132.2,0.799965
-0.199999,132.2,0.599965
-0.399999,132.2,0.599964
-0.4,132.2,0.799964
-0.200001,132.6,0.799964
-0.2,132.6,0.599964
-0.400001,132.6,0.799963
-0.4,132.6,0.599963
-0.199999,132.2,1.19994
-0.199999,132.2,0.999942
-0.399999,132.2,0.999942
-0.399999,132.2,1.19994
-0.200001,132.6,1.19994
-0.200001,132.6,0.999942
-0.400001,132.6,1.19994
-0.400001,132.6,0.999942
-0.199998,132.2,1.59992
-0.199998,132.2,1.39992
-0.399998,132.2,1.39992
-0.399998,132.2,1.59992
-0.2,132.6,1.59992
-0.200001,132.6,1.39992
-0.4,132.6,1.59992
-0.400001,132.6,1.39992
-0.199998,132.2,1.99991
-0.199998,132.2,1.79991
-0.399998,132.2,1.79991
-0.399998,132.2,1.99991
-0.199999,132.6,1.99991
-0.199999,132.6,1.79991
-0.399999,132.6,1.99991
-0.399999,132.6,1.79991
-0.2,132.2,2.39989
-0.199999,132.2,2.19989
-0.399999,132.2,2.19989
-0.4,132.2,2.39989
-0.200001,132.6,2.39989
-0.2,132.6,2.19989
-0.400001,132.6,2.39989
-0.4,132.6,2.19989
